ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
8887	"ENSDARG00000007722"	"nudt8"	chr15	-	500652	500992	500652	500730	500867	500992
8888	"ENSDARG00000007722"	"nudt8"	chr15	-	500657	501000	500657	500761	500867	501000
8889	"ENSDARG00000104288"	"hfm1"	chr2	+	22531935	22532255	22531935	22532027	22532142	22532255
8890	"ENSDARG00000104288"	"hfm1"	chr2	+	22543265	22543755	22543265	22543360	22543496	22543755
8891	"ENSDARG00000104288"	"hfm1"	chr2	+	22543496	22543755	22543496	22543630	22543707	22543755
8892	"ENSDARG00000019945"	"ptprdb"	chr1	-	19130357	19130740	19130357	19130484	19130568	19130740
8893	"ENSDARG00000019945"	"ptprdb"	chr1	-	19156822	19157118	19156822	19156861	19157002	19157118
8894	"ENSDARG00000019945"	"ptprdb"	chr1	-	19156822	19157239	19156822	19157118	19157227	19157239
8895	"ENSDARG00000012593"	"col5a1"	chr21	+	6646772	6646967	6646772	6646807	6646913	6646967
8896	"ENSDARG00000012593"	"col5a1"	chr21	+	6691749	6691943	6691749	6691802	6691889	6691943
8897	"ENSDARG00000012593"	"col5a1"	chr21	+	6692452	6692730	6692452	6692506	6692625	6692730
8898	"ENSDARG00000102252"	NA	chr1	-	53589008	53589231	53589008	53589069	53589183	53589231
8899	"ENSDARG00000070485"	"cenps"	chr6	+	45934681	45935053	45934681	45934792	45934934	45935053
8900	"ENSDARG00000024602"	NA	chr17	+	33381078	33381483	33381078	33381189	33381299	33381483
8901	"ENSDARG00000089314"	"mapta"	chr12	-	4747777	4748175	4747777	4747840	4748082	4748175
8902	"ENSDARG00000089314"	"mapta"	chr12	-	4756217	4756478	4756217	4756346	4756437	4756478
8903	"ENSDARG00000015278"	"plxnc1"	chr4	-	18313322	18313756	18313322	18313464	18313723	18313756
8904	"ENSDARG00000008740"	"esf1"	chr1	-	51212754	51213103	51212754	51212907	51213045	51213103
8905	"ENSDARG00000039730"	"zgc:112160"	chr7	-	35065975	35066457	35065975	35066067	35066390	35066457
8906	"ENSDARG00000103612"	"akt2l"	chr10	-	311916	312372	311916	311999	312293	312372
8907	"ENSDARG00000103612"	"akt2l"	chr10	-	319891	320153	319891	320033	320104	320153
8908	"ENSDARG00000103612"	"akt2l"	chr10	-	319904	320186	319904	320033	320106	320186
8909	"ENSDARG00000103612"	"akt2l"	chr10	-	322409	322769	322409	322454	322627	322769
8910	"ENSDARG00000045842"	"zgc:113263"	chr4	+	5343323	5343717	5343323	5343517	5343612	5343717
8911	"ENSDARG00000045842"	"zgc:113263"	chr4	+	5360893	5361373	5360893	5361152	5361244	5361373
8912	"ENSDARG00000045842"	"zgc:113263"	chr4	+	5360893	5361373	5360893	5361152	5361302	5361373
8913	"ENSDARG00000057974"	"parp12b"	chr4	-	9819356	9820055	9819356	9819797	9819919	9820055
8914	"ENSDARG00000078835"	"mrpl58"	chr12	+	47438	47737	47438	47624	47713	47737
8915	"ENSDARG00000078835"	"mrpl58"	chr12	+	47713	47913	47713	47741	47845	47913
8916	"ENSDARG00000078835"	"mrpl58"	chr12	+	49442	49920	49442	49566	49793	49920
8917	"ENSDARG00000034823"	"copg2"	chr4	+	15991797	15992270	15991797	15991865	15991958	15992270
8918	"ENSDARG00000012389"	"adar"	chr16	+	23555873	23556184	23555873	23555973	23556056	23556184
8919	"ENSDARG00000006434"	"polr1e"	chr1	-	19640000	19640372	19640000	19640078	19640241	19640372
8920	"ENSDARG00000006434"	"polr1e"	chr1	-	19647453	19647695	19647453	19647539	19647622	19647695
8921	"ENSDARG00000006434"	"polr1e"	chr1	-	19647622	19647912	19647622	19647695	19647808	19647912
8922	"ENSDARG00000006434"	"polr1e"	chr1	-	19647811	19648182	19647811	19647912	19648134	19648182
8923	"ENSDARG00000099428"	"si:dkey-15h8.17"	chr22	+	1882941	1883231	1882941	1883094	1883171	1883231
8924	"ENSDARG00000006545"	"rgp1"	chr7	-	24643604	24644004	24643604	24643745	24643888	24644004
8925	"ENSDARG00000086896"	"fubp3"	chr5	+	917161	917450	917161	917228	917325	917450
8926	"ENSDARG00000102362"	"slc25a12"	chr6	-	3973563	3973875	3973563	3973657	3973740	3973875
8927	"ENSDARG00000101363"	"ano2b"	chr4	+	4299342	4299710	4299342	4299425	4299698	4299710
8928	"ENSDARG00000101363"	"ano2b"	chr4	+	4299698	4300118	4299698	4299710	4299907	4300118
8929	"ENSDARG00000101363"	"ano2b"	chr4	+	4299698	4300118	4299698	4299716	4299907	4300118
8930	"ENSDARG00000088899"	"ralgapb"	chr6	+	58354365	58354842	58354365	58354502	58354727	58354842
8931	"ENSDARG00000088899"	"ralgapb"	chr6	+	58389052	58389401	58389052	58389185	58389325	58389401
8932	"ENSDARG00000059163"	"rbp3"	chr12	+	2666406	2666831	2666406	2666582	2666688	2666831
8933	"ENSDARG00000074656"	"ctss2.1"	chr16	+	29512768	29513056	29512768	29512865	29512953	29513056
8934	"ENSDARG00000027828"	"grin1a"	chr21	+	11490356	11490650	11490356	11490443	11490548	11490650
8935	"ENSDARG00000027828"	"grin1a"	chr21	+	11490356	11490650	11490356	11490443	11490587	11490650
8936	"ENSDARG00000027828"	"grin1a"	chr21	+	11491576	11491874	11491576	11491617	11491709	11491874
8937	"ENSDARG00000027828"	"grin1a"	chr21	+	11491709	11492092	11491709	11491874	11492017	11492092
8938	"ENSDARG00000027828"	"grin1a"	chr21	+	11492845	11493124	11492845	11492892	11492966	11493124
8939	"ENSDARG00000027828"	"grin1a"	chr21	+	11492966	11493429	11492966	11493124	11493346	11493429
8940	"ENSDARG00000027828"	"grin1a"	chr21	+	11493346	11493742	11493346	11493429	11493580	11493742
8941	"ENSDARG00000027828"	"grin1a"	chr21	+	11493346	11493742	11493346	11493448	11493580	11493742
8942	"ENSDARG00000105641"	"si:ch211-98n17.5"	chr7	-	34257744	34258177	34257744	34257866	34257995	34258177
8943	"ENSDARG00000042905"	"rpl10a"	chr8	+	23738155	23738651	23738155	23738386	23738581	23738651
8944	"ENSDARG00000042905"	"rpl10a"	chr8	+	23739917	23740295	23739917	23739998	23740101	23740295
8945	"ENSDARG00000042905"	"rpl10a"	chr8	+	23739917	23740295	23739917	23739998	23740285	23740295
8946	"ENSDARG00000042905"	"rpl10a"	chr8	+	23739917	23740535	23739917	23739988	23740386	23740535
8947	"ENSDARG00000042905"	"rpl10a"	chr8	+	23739917	23740535	23739917	23740295	23740386	23740535
8948	"ENSDARG00000016793"	"crybb1l2"	chr1	+	44442139	44442416	44442139	44442243	44442392	44442416
8949	"ENSDARG00000016793"	"crybb1l2"	chr1	+	44442142	44442511	44442142	44442241	44442392	44442511
8950	"ENSDARG00000016793"	"crybb1l2"	chr1	+	44442139	44442416	44442139	44442243	44442410	44442416
8951	"ENSDARG00000016793"	"crybb1l2"	chr1	+	44442139	44442502	44442139	44442243	44442428	44442502
8952	"ENSDARG00000016793"	"crybb1l2"	chr1	+	44442139	44442502	44442139	44442243	44442452	44442502
8953	"ENSDARG00000016793"	"crybb1l2"	chr1	+	44442392	44442720	44442392	44442511	44442588	44442720
8954	"ENSDARG00000016793"	"crybb1l2"	chr1	+	44442410	44442721	44442410	44442416	44442588	44442721
8955	"ENSDARG00000016793"	"crybb1l2"	chr1	+	44442410	44442721	44442410	44442502	44442588	44442721
8956	"ENSDARG00000016793"	"crybb1l2"	chr1	+	44442410	44442721	44442410	44442510	44442588	44442721
8957	"ENSDARG00000016793"	"crybb1l2"	chr1	+	44442392	44442720	44442392	44442511	44442589	44442720
8958	"ENSDARG00000016793"	"crybb1l2"	chr1	+	44442392	44442720	44442392	44442511	44442591	44442720
8959	"ENSDARG00000067607"	"srebf1"	chr3	-	62064804	62065178	62064804	62064938	62065099	62065178
8960	"ENSDARG00000090581"	"wdr4"	chr9	-	19484028	19484260	19484028	19484124	19484228	19484260
8961	"ENSDARG00000090581"	"wdr4"	chr9	-	19488269	19488621	19488269	19488416	19488520	19488621
8962	"ENSDARG00000013892"	"sorl1"	chr15	-	21551890	21552241	21551890	21552075	21552159	21552241
8963	"ENSDARG00000013892"	"sorl1"	chr15	-	21552159	21552467	21552159	21552247	21552337	21552467
8964	"ENSDARG00000013892"	"sorl1"	chr15	-	21561831	21562158	21561831	21561926	21562023	21562158
8965	"ENSDARG00000013892"	"sorl1"	chr15	-	21568061	21568413	21568061	21568185	21568293	21568413
8966	"ENSDARG00000006240"	"slc27a1a"	chr3	+	52578110	52578526	52578110	52578193	52578416	52578526
8967	"ENSDARG00000096888"	"serpinb1l4"	chr16	-	51296352	51296746	51296352	51296495	51296601	51296746
8968	"ENSDARG00000069654"	"ppp6r2b"	chr18	-	6830250	6830531	6830250	6830348	6830431	6830531
8969	"ENSDARG00000104968"	"si:ch211-227e10.1"	chr4	+	54652386	54652864	54652386	54652580	54652690	54652864
8970	"ENSDARG00000012840"	"alg9"	chr5	+	57755401	57755817	57755401	57755531	57755725	57755817
8971	"ENSDARG00000044605"	"stx12l"	chr16	+	7626534	7627052	7626534	7626788	7626941	7627052
8972	"ENSDARG00000044605"	"stx12l"	chr16	+	7630043	7630450	7630043	7630259	7630350	7630450
8973	"ENSDARG00000044605"	"stx12l"	chr16	+	7630354	7630690	7630354	7630450	7630552	7630690
8974	"ENSDARG00000044605"	"stx12l"	chr16	+	7635178	7635550	7635178	7635275	7635473	7635550
8975	"ENSDARG00000044605"	"stx12l"	chr16	+	7635178	7635550	7635178	7635275	7635477	7635550
8976	"ENSDARG00000044605"	"stx12l"	chr16	+	7635477	7635733	7635477	7635546	7635650	7635733
8977	"ENSDARG00000044605"	"stx12l"	chr16	+	7635477	7635733	7635477	7635550	7635650	7635733
8978	"ENSDARG00000095705"	NA	chr4	-	18603009	18603600	18603009	18603015	18603505	18603600
8979	"ENSDARG00000095705"	NA	chr4	-	18606274	18606524	18606274	18606402	18606473	18606524
8980	"ENSDARG00000095705"	NA	chr4	-	18606274	18606531	18606274	18606402	18606477	18606531
8981	"ENSDARG00000063438"	"srebf2"	chr3	+	1117274	1117706	1117274	1117352	1117436	1117706
8982	"ENSDARG00000063438"	"srebf2"	chr3	+	1126566	1126893	1126566	1126637	1126727	1126893
8983	"ENSDARG00000037870"	"actb2"	chr3	-	40526640	40527058	40526640	40526792	40526877	40527058
8984	"ENSDARG00000037870"	"actb2"	chr3	-	40526877	40527208	40526877	40527059	40527144	40527208
8985	"ENSDARG00000037870"	"actb2"	chr3	-	40527307	40527777	40527307	40527583	40527733	40527777
8986	"ENSDARG00000037870"	"actb2"	chr3	-	40527737	40528111	40527737	40527777	40527871	40528111
8987	"ENSDARG00000037870"	"actb2"	chr3	-	40527871	40528331	40527871	40528111	40528203	40528331
8988	"ENSDARG00000070021"	"cyp3c4"	chr3	-	40940945	40941249	40940945	40941031	40941132	40941249
8989	"ENSDARG00000034717"	"def6c"	chr4	-	18761172	18761598	18761172	18761341	18761443	18761598
8990	"ENSDARG00000034717"	"def6c"	chr4	-	18767766	18768097	18767766	18767875	18767965	18768097
8991	"ENSDARG00000030448"	"sppl2"	chr2	+	37484074	37484451	37484074	37484264	37484361	37484451
8992	"ENSDARG00000030448"	"sppl2"	chr2	+	37497787	37498152	37497787	37497948	37498102	37498152
8993	"ENSDARG00000035602"	"dao.1"	chr5	-	20189403	20189865	20189403	20189521	20189657	20189865
8994	"ENSDARG00000035602"	"dao.1"	chr5	-	20189403	20189865	20189403	20189521	20189812	20189865
8995	"ENSDARG00000035602"	"dao.1"	chr5	-	20189657	20189865	20189657	20189740	20189812	20189865
8996	"ENSDARG00000036778"	"hbs1l"	chr23	-	31771093	31771381	31771093	31771148	31771272	31771381
8997	"ENSDARG00000036778"	"hbs1l"	chr23	-	31778122	31778477	31778122	31778197	31778334	31778477
8998	"ENSDARG00000057583"	"prrc2c"	chr20	-	15027053	15027472	15027053	15027180	15027353	15027472
8999	"ENSDARG00000057583"	"prrc2c"	chr20	-	15033831	15034232	15033831	15034046	15034119	15034232
9000	"ENSDARG00000057583"	"prrc2c"	chr20	-	15058589	15058960	15058589	15058715	15058851	15058960
9001	"ENSDARG00000069780"	"pus7l"	chr4	-	14190114	14190472	14190114	14190213	14190290	14190472
9002	"ENSDARG00000009764"	"srek1"	chr5	-	55168114	55168388	55168114	55168246	55168334	55168388
9003	"ENSDARG00000009764"	"srek1"	chr5	-	55171273	55171587	55171273	55171367	55171456	55171587
9004	"ENSDARG00000040041"	"mcm4"	chr24	-	35558579	35558961	35558579	35558722	35558826	35558961
9005	"ENSDARG00000077264"	"wdr43"	chr17	+	24828487	24828751	24828487	24828586	24828686	24828751
9006	"ENSDARG00000077264"	"wdr43"	chr17	+	24828539	24829011	24828539	24828751	24828848	24829011
9007	"ENSDARG00000077264"	"wdr43"	chr17	+	24828852	24829182	24828852	24829011	24829095	24829182
9008	"ENSDARG00000077264"	"wdr43"	chr17	+	24832824	24833018	24832824	24832856	24832950	24833018
9009	"ENSDARG00000006292"	"maats1"	chr9	+	9441552	9441975	9441552	9441671	9441777	9441975
9010	"ENSDARG00000006292"	"maats1"	chr9	+	9472271	9472652	9472271	9472401	9472505	9472652
9011	"ENSDARG00000059613"	"nprl2"	chr6	-	22354576	22355045	22354576	22354844	22354951	22355045
9012	"ENSDARG00000059613"	"nprl2"	chr6	-	22354576	22355045	22354576	22354874	22354951	22355045
9013	"ENSDARG00000059613"	"nprl2"	chr6	-	22363435	22363790	22363435	22363572	22363708	22363790
9014	"ENSDARG00000011769"	"cpm"	chr4	-	23745577	23746059	23745577	23745730	23745884	23746059
9015	"ENSDARG00000011769"	"cpm"	chr4	-	23745577	23746059	23745577	23745730	23745888	23746059
9016	"ENSDARG00000011769"	"cpm"	chr4	-	23745577	23746059	23745577	23745730	23745892	23746059
9017	"ENSDARG00000011769"	"cpm"	chr4	-	23745884	23746365	23745884	23746059	23746177	23746365
9018	"ENSDARG00000011769"	"cpm"	chr4	-	23745884	23746365	23745884	23746063	23746177	23746365
9019	"ENSDARG00000061656"	"ptpdc1a"	chr11	-	27516487	27516854	27516487	27516673	27516752	27516854
9020	"ENSDARG00000061656"	"ptpdc1a"	chr11	-	27516487	27516854	27516487	27516673	27516755	27516854
9021	"ENSDARG00000037091"	"asah1a"	chr14	+	30273105	30273359	30273105	30273149	30273319	30273359
9022	"ENSDARG00000037091"	"asah1a"	chr14	+	30274361	30274665	30274361	30274434	30274520	30274665
9023	"ENSDARG00000037091"	"asah1a"	chr14	+	30274361	30274812	30274361	30274665	30274757	30274812
9024	"ENSDARG00000037091"	"asah1a"	chr14	+	30276194	30276555	30276194	30276341	30276431	30276555
9025	"ENSDARG00000037713"	"pcnp"	chr1	+	7559768	7560103	7559768	7559826	7559894	7560103
9026	"ENSDARG00000037713"	"pcnp"	chr1	+	7559768	7560103	7559768	7559826	7559897	7560103
9027	"ENSDARG00000037713"	"pcnp"	chr1	+	7559768	7560103	7559768	7559874	7559946	7560103
9028	"ENSDARG00000037713"	"pcnp"	chr1	+	7559768	7560103	7559768	7559878	7559946	7560103
9029	"ENSDARG00000037713"	"pcnp"	chr1	+	7559855	7560300	7559855	7560103	7560225	7560300
9030	"ENSDARG00000037713"	"pcnp"	chr1	+	7560225	7560467	7560225	7560300	7560380	7560467
9031	"ENSDARG00000037713"	"pcnp"	chr1	+	7560225	7560467	7560225	7560300	7560413	7560467
9032	"ENSDARG00000037713"	"pcnp"	chr1	+	7560380	7560638	7560380	7560467	7560560	7560638
9033	"ENSDARG00000071345"	"mgst2"	chr14	+	46218622	46219070	46218622	46218714	46218999	46219070
9034	"ENSDARG00000060041"	"lig1"	chr2	-	44302424	44302728	44302424	44302589	44302674	44302728
9035	"ENSDARG00000060041"	"lig1"	chr2	-	44327833	44328074	44327833	44327899	44327988	44328074
9036	"ENSDARG00000060041"	"lig1"	chr2	-	44338031	44338401	44338031	44338127	44338227	44338401
9037	"ENSDARG00000060041"	"lig1"	chr2	-	44338031	44338401	44338031	44338127	44338232	44338401
9038	"ENSDARG00000060041"	"lig1"	chr2	-	44340432	44340870	44340432	44340628	44340720	44340870
9039	"ENSDARG00000011851"	"map2k5"	chr7	-	34061356	34061695	34061356	34061424	34061642	34061695
9040	"ENSDARG00000077161"	"ccdc153"	chr15	-	23200774	23201264	23200774	23201066	23201171	23201264
9041	"ENSDARG00000019715"	"metap1d"	chr1	+	30962367	30962572	30962367	30962402	30962529	30962572
9042	"ENSDARG00000019715"	"metap1d"	chr1	+	30962367	30962844	30962367	30962572	30962680	30962844
9043	"ENSDARG00000019715"	"metap1d"	chr1	+	30962367	30962844	30962367	30962592	30962680	30962844
9044	"ENSDARG00000069169"	"cerk"	chr4	+	27921581	27921987	27921581	27921713	27921864	27921987
9045	"ENSDARG00000091359"	NA	chr1	-	59173531	59173982	59173531	59173577	59173696	59173982
9046	"ENSDARG00000074921"	"fam117ba"	chr6	+	12858322	12858617	12858322	12858398	12858506	12858617
9047	"ENSDARG00000096990"	"si:ch1073-340i21.2"	chr15	+	46344654	46344995	46344654	46344860	46344937	46344995
9048	"ENSDARG00000069102"	"zgc:112962"	chr8	-	21071397	21071584	21071397	21071476	21071570	21071584
9049	"ENSDARG00000011262"	"traip"	chr11	-	35167643	35168052	35167643	35167731	35167939	35168052
9050	"ENSDARG00000060797"	"pfkmb"	chr6	-	39742014	39742308	39742014	39742114	39742228	39742308
9051	"ENSDARG00000100455"	"pnkp"	chr15	-	14180229	14180566	14180229	14180297	14180486	14180566
9052	"ENSDARG00000100455"	"pnkp"	chr15	-	14183725	14183960	14183725	14183787	14183866	14183960
9053	"ENSDARG00000100455"	"pnkp"	chr15	-	14193207	14193496	14193207	14193254	14193357	14193496
9054	"ENSDARG00000100455"	"pnkp"	chr15	-	14193357	14194208	14193357	14193526	14193851	14194208
9055	"ENSDARG00000100455"	"pnkp"	chr15	-	14193357	14194208	14193357	14193496	14193855	14194208
9056	"ENSDARG00000102773"	"cacna1da"	chr11	-	36860541	36860789	36860541	36860670	36860758	36860789
9057	"ENSDARG00000102773"	"cacna1da"	chr11	-	36860541	36860789	36860541	36860672	36860758	36860789
9058	"ENSDARG00000102773"	"cacna1da"	chr11	-	36860541	36860912	36860541	36860789	36860878	36860912
9059	"ENSDARG00000052693"	"si:dkey-172m14.1"	chr5	-	49026209	49026602	49026209	49026306	49026477	49026602
9060	"ENSDARG00000016889"	"eif3g"	chr3	+	54583710	54583978	54583710	54583823	54583918	54583978
9061	"ENSDARG00000016889"	"eif3g"	chr3	+	54585484	54585914	54585484	54585710	54585806	54585914
9062	"ENSDARG00000016173"	"cct3"	chr16	-	30420010	30420263	30420010	30420107	30420174	30420263
9063	"ENSDARG00000016173"	"cct3"	chr16	-	30420010	30420263	30420010	30420101	30420200	30420263
9064	"ENSDARG00000016173"	"cct3"	chr16	-	30420174	30420395	30420174	30420263	30420344	30420395
9065	"ENSDARG00000016173"	"cct3"	chr16	-	30420174	30420575	30420174	30420395	30420513	30420575
9066	"ENSDARG00000073766"	"tnni1d"	chr4	+	26357358	26357531	26357358	26357400	26357488	26357531
9067	"ENSDARG00000073766"	"tnni1d"	chr4	+	26357358	26357531	26357358	26357400	26357505	26357531
9068	"ENSDARG00000073766"	"tnni1d"	chr4	+	26357488	26357821	26357488	26357527	26357817	26357821
9069	"ENSDARG00000073766"	"tnni1d"	chr4	+	26357488	26357966	26357488	26357527	26357926	26357966
9070	"ENSDARG00000073766"	"tnni1d"	chr4	+	26357466	26357966	26357466	26357531	26357930	26357966
9071	"ENSDARG00000073766"	"tnni1d"	chr4	+	26357488	26357966	26357488	26357527	26357930	26357966
9072	"ENSDARG00000073766"	"tnni1d"	chr4	+	26357488	26357966	26357488	26357821	26357930	26357966
9073	"ENSDARG00000073766"	"tnni1d"	chr4	+	26357796	26358120	26357796	26357966	26358078	26358120
9074	"ENSDARG00000018765"	"pknox1.1"	chr9	+	19539174	19539560	19539174	19539306	19539389	19539560
9075	"ENSDARG00000018765"	"pknox1.1"	chr9	+	19545445	19545761	19545445	19545562	19545684	19545761
9076	"ENSDARG00000102020"	"pnpla3"	chr4	-	8783264	8783643	8783264	8783467	8783582	8783643
9077	"ENSDARG00000102020"	"pnpla3"	chr4	-	8783264	8783643	8783264	8783468	8783582	8783643
9078	"ENSDARG00000054741"	"prkg2"	chr5	-	39681863	39682115	39681863	39681926	39682045	39682115
9079	"ENSDARG00000054741"	"prkg2"	chr5	-	39683759	39684154	39683759	39683896	39684003	39684154
9080	"ENSDARG00000039422"	"fuom"	chr13	+	24585511	24585799	24585511	24585606	24585725	24585799
9081	"ENSDARG00000059987"	"dnah12"	chr23	-	19518244	19518555	19518244	19518385	19518476	19518555
9082	"ENSDARG00000012586"	"fmnl2a"	chr9	-	4749818	4750220	4749818	4749988	4750090	4750220
9083	"ENSDARG00000057986"	"ints8"	chr19	-	17843856	17844062	17843856	17843907	17843999	17844062
9084	"ENSDARG00000057986"	"ints8"	chr19	-	17995454	17996336	17995454	17995590	17996122	17996336
9085	"ENSDARG00000023185"	"si:rp71-1g18.13"	chr2	+	37976887	37977116	37976887	37976908	37977011	37977116
9086	"ENSDARG00000023185"	"si:rp71-1g18.13"	chr2	+	37979873	37980157	37979873	37979942	37980097	37980157
9087	"ENSDARG00000023185"	"si:rp71-1g18.13"	chr2	+	37980097	37980511	37980097	37980145	37980254	37980511
9088	"ENSDARG00000023185"	"si:rp71-1g18.13"	chr2	+	37980254	37980511	37980254	37980320	37980428	37980511
9089	"ENSDARG00000023185"	"si:rp71-1g18.13"	chr2	+	37980254	37980511	37980254	37980320	37980442	37980511
9090	"ENSDARG00000023185"	"si:rp71-1g18.13"	chr2	+	37980254	37980511	37980254	37980320	37980447	37980511
9091	"ENSDARG00000023185"	"si:rp71-1g18.13"	chr2	+	37980428	37980688	37980428	37980511	37980616	37980688
9092	"ENSDARG00000023185"	"si:rp71-1g18.13"	chr2	+	37980428	37980688	37980428	37980517	37980616	37980688
9093	"ENSDARG00000023185"	"si:rp71-1g18.13"	chr2	+	37980428	37980854	37980428	37980688	37980791	37980854
9094	"ENSDARG00000057218"	"tbc1d15"	chr18	-	17004916	17005167	17004916	17005033	17005128	17005167
9095	"ENSDARG00000057218"	"tbc1d15"	chr18	-	17011079	17011524	17011079	17011208	17011323	17011524
9096	"ENSDARG00000038826"	"jph1b"	chr2	-	30292293	30292989	30292293	30292788	30292891	30292989
9097	"ENSDARG00000056101"	"kcnd3"	chr8	+	28224788	28225023	28224788	28224821	28224930	28225023
9098	"ENSDARG00000071506"	"mgat5"	chr22	+	12086475	12086802	12086475	12086546	12086644	12086802
9099	"ENSDARG00000101312"	"si:dkey-31n13.4"	chr4	+	46984177	46984562	46984177	46984272	46984459	46984562
9100	"ENSDARG00000075599"	"cdc25d"	chr1	-	54731840	54732043	54731840	54731903	54732009	54732043
9101	"ENSDARG00000073869"	"pdzrn3b"	chr6	-	44249162	44249471	44249162	44249284	44249369	44249471
9102	"ENSDARG00000073869"	"pdzrn3b"	chr6	-	44249162	44249618	44249162	44249471	44249555	44249618
9103	"ENSDARG00000031956"	"tmem63a"	chr4	-	5669728	5670021	5669728	5669891	5669998	5670021
9104	"ENSDARG00000099833"	"fbxo7"	chr4	+	686156	686503	686156	686183	686410	686503
9105	"ENSDARG00000099833"	"fbxo7"	chr4	+	686156	686503	686156	686183	686415	686503
9106	"ENSDARG00000099833"	"fbxo7"	chr4	+	695377	695750	695377	695461	695573	695750
9107	"ENSDARG00000040439"	"rsl24d1"	chr25	+	472564	472877	472564	472673	472804	472877
9108	"ENSDARG00000040439"	"rsl24d1"	chr25	+	472564	472877	472564	472676	472804	472877
9109	"ENSDARG00000059789"	"parp8"	chr5	-	40848251	40848525	40848251	40848323	40848455	40848525
9110	"ENSDARG00000059789"	"parp8"	chr5	-	40848251	40848525	40848251	40848325	40848455	40848525
9111	"ENSDARG00000059789"	"parp8"	chr5	-	40848829	40849179	40848829	40848902	40849126	40849179
9112	"ENSDARG00000059789"	"parp8"	chr5	-	40868952	40869224	40868952	40869077	40869157	40869224
9113	"ENSDARG00000059789"	"parp8"	chr5	-	40890289	40890537	40890289	40890358	40890467	40890537
9114	"ENSDARG00000045836"	"mapk11"	chr4	+	5515029	5515377	5515029	5515086	5515273	5515377
9115	"ENSDARG00000056964"	"ilk"	chr10	-	24734303	24734729	24734303	24734474	24734632	24734729
9116	"ENSDARG00000090389"	"ndufv3"	chr9	+	19518673	19519102	19518673	19518742	19518998	19519102
9117	"ENSDARG00000062929"	NA	chr1	-	8137941	8138332	8137941	8138070	8138164	8138332
9118	"ENSDARG00000091656"	"lsm8"	chr4	+	9538540	9539039	9538540	9538581	9538874	9539039
9119	"ENSDARG00000091656"	"lsm8"	chr4	+	9538540	9539039	9538540	9538581	9538913	9539039
9120	"ENSDARG00000099396"	"rbpms"	chr7	+	74141296	74141713	74141296	74141362	74141470	74141713
9121	"ENSDARG00000069920"	"cox17"	chr9	-	21235475	21236356	21235475	21235871	21236241	21236356
9122	"ENSDARG00000069920"	"cox17"	chr9	-	21235475	21236356	21235475	21235882	21236241	21236356
9123	"ENSDARG00000069920"	"cox17"	chr9	-	21237800	21238159	21237800	21237937	21238063	21238159
9124	"ENSDARG00000020001"	"rad23aa"	chr1	-	52116939	52117212	52116939	52117015	52117090	52117212
9125	"ENSDARG00000062687"	"kcnh7"	chr6	+	10512853	10513213	10512853	10512954	10513020	10513213
9126	"ENSDARG00000062687"	"kcnh7"	chr6	+	10522053	10522517	10522053	10522077	10522302	10522517
9127	"ENSDARG00000062687"	"kcnh7"	chr6	+	10543324	10543752	10543324	10543524	10543680	10543752
9128	"ENSDARG00000062687"	"kcnh7"	chr6	+	10543324	10543752	10543324	10543524	10543749	10543752
9129	"ENSDARG00000112403"	"BX511013.1"	chr14	-	39713856	39714143	39713856	39713933	39714055	39714143
9130	"ENSDARG00000075977"	"prr5a"	chr25	-	21080167	21080397	21080167	21080259	21080386	21080397
9131	"ENSDARG00000075977"	"prr5a"	chr25	-	21080167	21080563	21080167	21080259	21080518	21080563
9132	"ENSDARG00000075977"	"prr5a"	chr25	-	21080386	21080563	21080386	21080444	21080518	21080563
9133	"ENSDARG00000051800"	"fnbp4"	chr25	-	28655997	28656430	28655997	28656089	28656210	28656430
9134	"ENSDARG00000051800"	"fnbp4"	chr25	-	28661175	28661595	28661175	28661505	28661583	28661595
9135	"ENSDARG00000051800"	"fnbp4"	chr25	-	28665345	28665733	28665345	28665505	28665613	28665733
9136	"ENSDARG00000056806"	"pde5aa"	chr1	-	14257802	14258215	14257802	14257893	14258137	14258215
9137	"ENSDARG00000094191"	"nup37"	chr4	+	17359838	17360108	17359838	17359981	17360073	17360108
9138	"ENSDARG00000100990"	"nme3"	chr3	-	15993842	15994129	15993842	15993946	15994027	15994129
9139	"ENSDARG00000100990"	"nme3"	chr3	-	15993842	15994129	15993842	15993947	15994027	15994129
9140	"ENSDARG00000079939"	"jmjd1cb"	chr12	-	8582754	8583034	8582754	8582844	8582954	8583034
9141	"ENSDARG00000079939"	"jmjd1cb"	chr12	-	8611787	8612127	8611787	8611915	8612043	8612127
9142	"ENSDARG00000045518"	"tmem110l"	chr4	-	25270956	25271455	25270956	25270979	25271064	25271455
9143	"ENSDARG00000070824"	"ndufb5"	chr6	+	29403737	29403941	29403737	29403801	29403879	29403941
9144	"ENSDARG00000070824"	"ndufb5"	chr6	+	29403737	29404171	29403737	29403941	29404064	29404171
9145	"ENSDARG00000019236"	"gsr"	chr14	-	38868202	38868482	38868202	38868286	38868412	38868482
9146	"ENSDARG00000074723"	"myo10l1"	chr6	-	11110653	11110939	11110653	11110777	11110877	11110939
9147	"ENSDARG00000074723"	"myo10l1"	chr6	-	11117592	11117942	11117592	11117703	11117784	11117942
