ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
11949	"ENSDARG00000062267"	"kdm3b"	chr14	-	21655847	21656573	21655847	21656255	21656399	21656573
11950	"ENSDARG00000055518"	"pygma"	chr21	+	28456558	28456879	28456558	28456690	28456768	28456879
11951	"ENSDARG00000055518"	"pygma"	chr21	+	28464646	28464978	28464646	28464747	28464830	28464978
11952	"ENSDARG00000095968"	"erlin2"	chr5	+	35469313	35469602	35469313	35469418	35469530	35469602
11953	"ENSDARG00000095968"	"erlin2"	chr5	+	35469313	35469602	35469313	35469418	35469532	35469602
11954	"ENSDARG00000095968"	"erlin2"	chr5	+	35469532	35469730	35469532	35469602	35469683	35469730
11955	"ENSDARG00000095968"	"erlin2"	chr5	+	35469532	35469730	35469532	35469612	35469683	35469730
11956	"ENSDARG00000102887"	"abhd4"	chr2	+	51647670	51647889	51647670	51647713	51647800	51647889
11957	"ENSDARG00000102887"	"abhd4"	chr2	+	51651842	51652208	51651842	51651954	51652044	51652208
11958	"ENSDARG00000086523"	"ch25hl3"	chr5	+	35484822	35485228	35484822	35484898	35485003	35485228
11959	"ENSDARG00000017359"	"mettl8"	chr9	+	3521229	3521551	3521229	3521278	3521459	3521551
11960	"ENSDARG00000017359"	"mettl8"	chr9	+	3521459	3521901	3521459	3521551	3521744	3521901
11961	"ENSDARG00000043241"	"arrb1"	chr15	-	5405889	5406154	5405889	5406027	5406122	5406154
11962	"ENSDARG00000105079"	"BX649411.2"	chr4	+	7549338	7549816	7549338	7549410	7549564	7549816
11963	"ENSDARG00000007791"	"ppp2r1ba"	chr5	+	57777605	57777945	57777605	57777716	57777844	57777945
11964	"ENSDARG00000086104"	"slco5a1a"	chr2	-	42393138	42393535	42393138	42393337	42393425	42393535
11965	"ENSDARG00000097267"	"si:ch211-266k8.6"	chr25	-	16554034	16554374	16554034	16554181	16554307	16554374
11966	"ENSDARG00000097267"	"si:ch211-266k8.6"	chr25	-	16554307	16554757	16554307	16554374	16554579	16554757
11967	"ENSDARG00000062221"	"arap1a"	chr5	-	23897747	23898158	23897747	23897853	23897957	23898158
11968	"ENSDARG00000062221"	"arap1a"	chr5	-	23906166	23906604	23906166	23906363	23906482	23906604
11969	"ENSDARG00000062221"	"arap1a"	chr5	-	23906166	23906604	23906166	23906363	23906486	23906604
11970	"ENSDARG00000055656"	"pdzd3b"	chr5	+	30695432	30695862	30695432	30695593	30695665	30695862
11971	"ENSDARG00000015385"	"ndufs3"	chr7	+	38591769	38592121	38591769	38591793	38592001	38592121
11972	"ENSDARG00000099380"	"rpl13"	chr7	+	67468998	67469239	67468998	67469114	67469193	67469239
11973	"ENSDARG00000099380"	"rpl13"	chr7	+	67468985	67469335	67468985	67469121	67469193	67469335
11974	"ENSDARG00000100972"	"myh11b"	chr3	-	36686010	36686399	36686010	36686212	36686290	36686399
11975	"ENSDARG00000100972"	"myh11b"	chr3	-	36695393	36695710	36695393	36695531	36695640	36695710
11976	"ENSDARG00000010248"	"wdr54"	chr5	+	43076670	43076913	43076670	43076737	43076860	43076913
11977	"ENSDARG00000002016"	"ppil2"	chr5	+	12979523	12979986	12979523	12979568	12979648	12979986
11978	"ENSDARG00000022631"	"cyp2p9"	chr20	+	25582290	25582692	25582290	25582457	25582531	25582692
11979	"ENSDARG00000022631"	"cyp2p9"	chr20	+	25582619	25583032	25582619	25582692	25582855	25583032
11980	"ENSDARG00000022631"	"cyp2p9"	chr20	+	25582885	25583269	25582885	25583032	25583127	25583269
11981	"ENSDARG00000022631"	"cyp2p9"	chr20	+	25583351	25583828	25583351	25583533	25583686	25583828
11982	"ENSDARG00000017010"	"scamp2l"	chr7	+	57088919	57089279	57088919	57089046	57089140	57089279
11983	"ENSDARG00000017010"	"scamp2l"	chr7	+	57088919	57089279	57088919	57089046	57089199	57089279
11984	"ENSDARG00000070396"	"serpinb1l2"	chr20	+	26917727	26918112	26917727	26917865	26917954	26918112
11985	"ENSDARG00000076414"	"espn"	chr8	+	47088249	47088528	47088249	47088261	47088380	47088528
11986	"ENSDARG00000094043"	"si:ch73-376l24.3"	chr5	+	63331900	63332120	63331900	63331952	63332054	63332120
11987	"ENSDARG00000059846"	"epg5"	chr5	-	41608317	41608584	41608317	41608465	41608578	41608584
11988	"ENSDARG00000045399"	"cct5"	chr24	+	16906190	16906493	16906190	16906249	16906328	16906493
11989	"ENSDARG00000045399"	"cct5"	chr24	+	16908472	16908947	16908472	16908670	16908754	16908947
11990	"ENSDARG00000039989"	"snrnp48"	chr16	-	36977055	36977446	36977055	36977194	36977365	36977446
11991	"ENSDARG00000039989"	"snrnp48"	chr16	-	36977186	36977646	36977186	36977446	36977585	36977646
11992	"ENSDARG00000011545"	"arrb2b"	chr7	+	25973694	25974161	25973694	25973936	25974100	25974161
11993	"ENSDARG00000011545"	"arrb2b"	chr7	+	25984396	25984856	25984396	25984456	25984771	25984856
11994	"ENSDARG00000040072"	"scpep1"	chr3	+	36131986	36132305	36131986	36132103	36132191	36132305
11995	"ENSDARG00000014962"	"ppp3cca"	chr5	-	27951113	27951524	27951113	27951262	27951378	27951524
11996	"ENSDARG00000078508"	"si:dkey-266m15.6"	chr18	-	6962418	6962668	6962418	6962492	6962579	6962668
11997	"ENSDARG00000094210"	"fthl31"	chr3	+	32119507	32119894	32119507	32119654	32119771	32119894
11998	"ENSDARG00000094210"	"fthl31"	chr3	+	32119771	32120093	32119771	32119894	32119990	32120093
11999	"ENSDARG00000056856"	"tax1bp1b"	chr16	-	20822262	20822617	20822262	20822388	20822480	20822617
12000	"ENSDARG00000056856"	"tax1bp1b"	chr16	-	20822685	20823023	20822685	20822755	20822867	20823023
12001	"ENSDARG00000098233"	"tiam2b"	chr20	+	4339834	4340142	4339834	4339950	4340033	4340142
12002	"ENSDARG00000098233"	"tiam2b"	chr20	+	4339834	4340289	4339834	4340142	4340233	4340289
12003	"ENSDARG00000113454"	"CABZ01068600.1"	chr25	+	4596004	4596325	4596004	4596117	4596190	4596325
12004	"ENSDARG00000015310"	"pitpnbl"	chr3	-	15344519	15344996	15344519	15344594	15344763	15344996
12005	"ENSDARG00000015310"	"pitpnbl"	chr3	-	15344763	15344996	15344763	15344834	15344904	15344996
12006	"ENSDARG00000015310"	"pitpnbl"	chr3	-	15344519	15344996	15344519	15344594	15344905	15344996
12007	"ENSDARG00000015310"	"pitpnbl"	chr3	-	15344519	15344996	15344519	15344594	15344908	15344996
12008	"ENSDARG00000015310"	"pitpnbl"	chr3	-	15344763	15344996	15344763	15344771	15344908	15344996
12009	"ENSDARG00000011683"	"prtfdc1"	chr2	+	12265745	12265970	12265745	12265828	12265916	12265970
12010	"ENSDARG00000025275"	"gbgt1l1"	chr5	-	23705688	23706052	23705688	23705823	23705961	23706052
12011	"ENSDARG00000043171"	"cela1.4"	chr22	+	7486866	7487169	7486866	7486934	7487079	7487169
12012	"ENSDARG00000043171"	"cela1.4"	chr22	+	7489714	7490081	7489714	7489849	7489938	7490081
12013	"ENSDARG00000098918"	"mcoln2"	chr22	+	24628940	24629215	24628940	24629056	24629136	24629215
12014	"ENSDARG00000098918"	"mcoln2"	chr22	+	24628940	24629390	24628940	24629215	24629293	24629390
12015	"ENSDARG00000098918"	"mcoln2"	chr22	+	24630962	24631443	24630962	24630971	24631293	24631443
12016	"ENSDARG00000100559"	"tor2a"	chr5	-	65116067	65116506	65116067	65116195	65116334	65116506
12017	"ENSDARG00000052696"	"bdh2"	chr1	-	43726939	43727418	43726939	43727025	43727112	43727418
12018	"ENSDARG00000071288"	"samhd1"	chr23	-	535607	535905	535607	535716	535804	535905
12019	"ENSDARG00000071288"	"samhd1"	chr23	-	540123	540590	540123	540196	540440	540590
12020	"ENSDARG00000098680"	"si:zfos-2326c3.2"	chr14	-	9669697	9669936	9669697	9669776	9669881	9669936
12021	"ENSDARG00000043857"	"ufm1"	chr10	+	25948294	25948691	25948294	25948351	25948645	25948691
12022	"ENSDARG00000078512"	"acaca"	chr5	-	56317011	56317480	56317011	56317181	56317325	56317480
12023	"ENSDARG00000053875"	"cryba1b"	chr21	+	39185760	39186172	39185760	39185795	39186099	39186172
12024	"ENSDARG00000053875"	"cryba1b"	chr21	+	39185766	39186172	39185766	39185915	39186099	39186172
12025	"ENSDARG00000053875"	"cryba1b"	chr21	+	39185760	39186172	39185760	39185795	39186104	39186172
12026	"ENSDARG00000078778"	"lrch1"	chr9	+	25132117	25132568	25132117	25132357	25132437	25132568
12027	"ENSDARG00000078778"	"lrch1"	chr9	+	25140740	25140971	25140740	25140808	25140904	25140971
12028	"ENSDARG00000093563"	"si:ch211-225b11.4"	chr5	-	20909348	20909790	20909348	20909458	20909546	20909790
12029	"ENSDARG00000093563"	"si:ch211-225b11.4"	chr5	-	20909348	20909790	20909348	20909458	20909639	20909790
12030	"ENSDARG00000037919"	"rbbp6"	chr3	+	35414671	35415144	35414671	35414861	35414971	35415144
12031	"ENSDARG00000037919"	"rbbp6"	chr3	+	35415898	35416244	35415898	35415972	35416183	35416244
12032	"ENSDARG00000037919"	"rbbp6"	chr3	+	35415898	35416371	35415898	35416244	35416316	35416371
12033	"ENSDARG00000095515"	"entr1"	chr5	-	51208528	51208872	51208528	51208620	51208774	51208872
12034	"ENSDARG00000030839"	"tescb"	chr5	+	32142859	32143203	32142859	32142896	32143133	32143203
12035	"ENSDARG00000030839"	"tescb"	chr5	+	32144614	32144938	32144614	32144744	32144876	32144938
12036	"ENSDARG00000030839"	"tescb"	chr5	+	32144876	32145143	32144876	32144938	32145047	32145143
12037	"ENSDARG00000018743"	"scamp5a"	chr25	-	31856221	31856699	31856221	31856267	31856579	31856699
12038	"ENSDARG00000079009"	"abca1b"	chr14	+	6444678	6445088	6444678	6444840	6444969	6445088
12039	"ENSDARG00000079009"	"abca1b"	chr14	+	6488969	6489329	6488969	6489045	6489296	6489329
12040	"ENSDARG00000079009"	"abca1b"	chr14	+	6489296	6489663	6489296	6489329	6489424	6489663
12041	"ENSDARG00000079009"	"abca1b"	chr14	+	6489747	6490008	6489747	6489799	6489897	6490008
12042	"ENSDARG00000079009"	"abca1b"	chr14	+	6492012	6492276	6492012	6492093	6492177	6492276
12043	"ENSDARG00000079009"	"abca1b"	chr14	+	6492182	6492637	6492182	6492276	6492352	6492637
12044	"ENSDARG00000079009"	"abca1b"	chr14	+	6493955	6494361	6493955	6494163	6494245	6494361
12045	"ENSDARG00000035324"	"hnrnpl"	chr5	+	36901973	36902403	36901973	36902189	36902317	36902403
12046	"ENSDARG00000116871"	"BX284638.2"	chr3	-	5906433	5906650	5906433	5906496	5906565	5906650
12047	"ENSDARG00000011065"	"camk2b1"	chr5	-	21011990	21012242	21011990	21012045	21012190	21012242
12048	"ENSDARG00000010331"	"radx"	chr5	+	22838262	22838665	22838262	22838398	22838472	22838665
12049	"ENSDARG00000057011"	"dpm1"	chr23	+	20514521	20514723	20514521	20514547	20514681	20514723
12050	"ENSDARG00000057011"	"dpm1"	chr23	+	20515952	20516174	20515952	20515985	20516068	20516174
12051	"ENSDARG00000062532"	"washc2c"	chr13	-	18105116	18105386	18105116	18105278	18105371	18105386
12052	"ENSDARG00000069326"	"mus81"	chr7	+	19851421	19851867	19851421	19851628	19851724	19851867
12053	"ENSDARG00000069326"	"mus81"	chr7	+	19854830	19855040	19854830	19854937	19855008	19855040
12054	"ENSDARG00000055639"	"ruvbl2"	chr5	+	30767257	30767612	30767257	30767387	30767499	30767612
12055	"ENSDARG00000055639"	"ruvbl2"	chr5	+	30767257	30767612	30767257	30767387	30767506	30767612
12056	"ENSDARG00000055784"	"ptpn3"	chr16	+	26565124	26565493	26565124	26565177	26565401	26565493
12057	"ENSDARG00000055784"	"ptpn3"	chr16	+	26570476	26570967	26570476	26570592	26570903	26570967
12058	"ENSDARG00000055784"	"ptpn3"	chr16	+	26579537	26580023	26579537	26579615	26579705	26580023
12059	"ENSDARG00000055784"	"ptpn3"	chr16	+	26579537	26580023	26579537	26579615	26579709	26580023
12060	"ENSDARG00000055784"	"ptpn3"	chr16	+	26579709	26580005	26579709	26579762	26579848	26580005
12061	"ENSDARG00000055784"	"ptpn3"	chr16	+	26595965	26596351	26595965	26596111	26596191	26596351
12062	"ENSDARG00000014361"	"tmbim4"	chr4	-	12976708	12977035	12976708	12976813	12976926	12977035
12063	"ENSDARG00000013006"	"pibf1"	chr1	-	34684547	34685000	34684547	34684648	34684748	34685000
12064	"ENSDARG00000043548"	"atg4da"	chr1	+	51390839	51391277	51390839	51390878	51391045	51391277
12065	"ENSDARG00000043548"	"atg4da"	chr1	+	51390839	51391277	51390839	51391193	51391205	51391277
12066	"ENSDARG00000043548"	"atg4da"	chr1	+	51403487	51403649	51403487	51403605	51403629	51403649
12067	"ENSDARG00000042525"	"ebf2"	chr5	+	67438544	67438965	67438544	67438706	67438924	67438965
12068	"ENSDARG00000102453"	"slc1a2b"	chr25	+	37399266	37399628	37399266	37399417	37399504	37399628
12069	"ENSDARG00000074246"	"rab14"	chr5	+	63391103	63391492	63391103	63391160	63391438	63391492
12070	"ENSDARG00000004680"	"dnajb6a"	chr2	+	30105940	30106302	30105940	30106023	30106192	30106302
12071	"ENSDARG00000004680"	"dnajb6a"	chr2	+	30108191	30108567	30108191	30108296	30108411	30108567
12072	"ENSDARG00000055481"	"atf7b"	chr6	-	39621304	39621711	39621304	39621398	39621605	39621711
12073	"ENSDARG00000055481"	"atf7b"	chr6	-	39621605	39621988	39621605	39621760	39621836	39621988
12074	"ENSDARG00000056203"	"si:ch211-201h21.5"	chr6	+	29305189	29305568	29305189	29305440	29305528	29305568
12075	"ENSDARG00000056203"	"si:ch211-201h21.5"	chr6	+	29308153	29308606	29308153	29308344	29308426	29308606
12076	"ENSDARG00000009864"	"ddx55"	chr10	-	3414198	3414496	3414198	3414348	3414437	3414496
12077	"ENSDARG00000027461"	"mettl26"	chr3	+	18050666	18050957	18050666	18050761	18050877	18050957
12078	"ENSDARG00000027461"	"mettl26"	chr3	+	18050666	18050957	18050666	18050765	18050877	18050957
12079	"ENSDARG00000095142"	"si:ch211-208h16.4"	chr5	+	32850704	32851060	32850704	32850848	32850938	32851060
12080	"ENSDARG00000095142"	"si:ch211-208h16.4"	chr5	+	32856355	32856617	32856355	32856447	32856562	32856617
12081	"ENSDARG00000098859"	"nop14"	chr21	+	527468	527815	527468	527603	527693	527815
12082	"ENSDARG00000098859"	"nop14"	chr21	+	531143	531548	531143	531297	531437	531548
12083	"ENSDARG00000098859"	"nop14"	chr21	+	535861	536209	535861	536000	536170	536209
12084	"ENSDARG00000076729"	"myo9aa"	chr7	+	57023347	57023830	57023347	57023461	57023701	57023830
12085	"ENSDARG00000076729"	"myo9aa"	chr7	+	57059187	57059577	57059187	57059371	57059460	57059577
12086	"ENSDARG00000076729"	"myo9aa"	chr7	+	57064376	57064832	57064376	57064424	57064525	57064832
12087	"ENSDARG00000076729"	"myo9aa"	chr7	+	57064376	57064832	57064376	57064424	57064529	57064832
12088	"ENSDARG00000076729"	"myo9aa"	chr7	+	57064529	57064985	57064529	57064637	57064923	57064985
12089	"ENSDARG00000076729"	"myo9aa"	chr7	+	57064529	57064985	57064529	57064832	57064923	57064985
12090	"ENSDARG00000079295"	"cacna1bb"	chr21	-	14480473	14480709	14480473	14480542	14480641	14480709
12091	"ENSDARG00000102200"	"man2a1"	chr5	-	57088893	57089298	57088893	57089124	57089258	57089298
12092	"ENSDARG00000102200"	"man2a1"	chr5	-	57091816	57092025	57091816	57091874	57091957	57092025
12093	"ENSDARG00000102200"	"man2a1"	chr5	-	57091816	57092240	57091816	57092025	57092125	57092240
12094	"ENSDARG00000015978"	NA	chr10	+	42378039	42378508	42378039	42378128	42378214	42378508
12095	"ENSDARG00000099966"	"polr2a"	chr12	+	22561339	22561745	22561339	22561471	22561608	22561745
12096	"ENSDARG00000099966"	"polr2a"	chr12	+	22563738	22564174	22563738	22563959	22564042	22564174
12097	"ENSDARG00000099966"	"polr2a"	chr12	+	22564950	22565388	22564950	22565111	22565219	22565388
12098	"ENSDARG00000099966"	"polr2a"	chr12	+	22569723	22570074	22569723	22569837	22569925	22570074
12099	"ENSDARG00000057635"	"wdr34"	chr21	-	13224471	13224907	13224471	13224581	13224657	13224907
12100	"ENSDARG00000057635"	"wdr34"	chr21	-	13224471	13224907	13224471	13224581	13224661	13224907
12101	"ENSDARG00000098782"	"cratb"	chr19	+	18817152	18817572	18817152	18817301	18817481	18817572
12102	"ENSDARG00000037560"	"mtm1"	chr7	+	25840345	25840811	25840345	25840425	25840709	25840811
12103	"ENSDARG00000002165"	"psme1"	chr24	+	12947205	12947583	12947205	12947247	12947485	12947583
12104	"ENSDARG00000002165"	"psme1"	chr24	+	12953834	12954055	12953834	12953921	12954009	12954055
12105	"ENSDARG00000008639"	"kifap3a"	chr20	-	34431597	34431880	34431597	34431710	34431780	34431880
12106	"ENSDARG00000080018"	"kif16bb"	chr13	-	34647449	34647760	34647449	34647613	34647708	34647760
12107	"ENSDARG00000080018"	"kif16bb"	chr13	-	34647934	34648273	34647934	34648054	34648144	34648273
12108	"ENSDARG00000080018"	"kif16bb"	chr13	-	34673528	34673840	34673528	34673626	34673730	34673840
12109	"ENSDARG00000004046"	"phf6"	chr14	+	31498356	31498755	31498356	31498512	31498611	31498755
12110	"ENSDARG00000099652"	"xpot"	chr4	+	665182	665420	665182	665302	665375	665420
12111	"ENSDARG00000016594"	"haus4"	chr5	+	1502374	1502707	1502374	1502471	1502565	1502707
12112	"ENSDARG00000043313"	"ank2b"	chr7	-	57891949	57892349	57891949	57892041	57892215	57892349
12113	"ENSDARG00000043313"	"ank2b"	chr7	-	57913353	57913688	57913353	57913422	57913513	57913688
12114	"ENSDARG00000043313"	"ank2b"	chr7	-	57952302	57952736	57952302	57952338	57952644	57952736
12115	"ENSDARG00000043313"	"ank2b"	chr7	-	57952302	57952736	57952302	57952369	57952644	57952736
12116	"ENSDARG00000043313"	"ank2b"	chr7	-	57954113	57954362	57954113	57954180	57954350	57954362
12117	"ENSDARG00000043313"	"ank2b"	chr7	-	57959632	57960012	57959632	57959686	57959939	57960012
12118	"ENSDARG00000043313"	"ank2b"	chr7	-	57963941	57964367	57963941	57964040	57964331	57964367
12119	"ENSDARG00000043313"	"ank2b"	chr7	-	57963941	57964367	57963941	57964043	57964331	57964367
12120	"ENSDARG00000043313"	"ank2b"	chr7	-	57964331	57964602	57964331	57964367	57964503	57964602
12121	"ENSDARG00000099960"	"elovl1a"	chr2	+	19208706	19209037	19208706	19208787	19208876	19209037
12122	"ENSDARG00000099960"	"elovl1a"	chr2	+	19208876	19209037	19208876	19208933	19209026	19209037
12123	"ENSDARG00000099960"	"elovl1a"	chr2	+	19208876	19209175	19208876	19208933	19209142	19209175
12124	"ENSDARG00000099960"	"elovl1a"	chr2	+	19209026	19209248	19209026	19209037	19209142	19209248
12125	"ENSDARG00000041072"	"mier1a"	chr6	-	34836686	34837073	34836686	34836805	34836921	34837073
12126	"ENSDARG00000103200"	"gpr107"	chr5	-	32484576	32484885	32484576	32484710	32484788	32484885
12127	"ENSDARG00000103200"	"gpr107"	chr5	-	32484576	32484885	32484576	32484710	32484792	32484885
12128	"ENSDARG00000103200"	"gpr107"	chr5	-	32484792	32485127	32484792	32484915	32485076	32485127
12129	"ENSDARG00000103200"	"gpr107"	chr5	-	32484788	32485133	32484788	32484885	32485076	32485133
12130	"ENSDARG00000103200"	"gpr107"	chr5	-	32484788	32485277	32484788	32485127	32485251	32485277
12131	"ENSDARG00000103200"	"gpr107"	chr5	-	32484788	32485277	32484788	32485133	32485251	32485277
12132	"ENSDARG00000030514"	"acsl1a"	chr1	-	17546567	17546842	17546567	17546656	17546771	17546842
12133	"ENSDARG00000030514"	"acsl1a"	chr1	-	17548709	17549087	17548709	17548844	17548939	17549087
12134	"ENSDARG00000030514"	"acsl1a"	chr1	-	17555183	17555450	17555183	17555283	17555392	17555450
12135	"ENSDARG00000030514"	"acsl1a"	chr1	-	17555943	17556251	17555943	17556008	17556115	17556251
12136	"ENSDARG00000100394"	"lnpep"	chr5	-	52201115	52201473	52201115	52201299	52201384	52201473
12137	"ENSDARG00000040910"	"ildr1b"	chr9	-	34267244	34267672	34267244	34267394	34267503	34267672
12138	"ENSDARG00000095462"	"cela1.2"	chr22	+	7472924	7473288	7472924	7473049	7473162	7473288
12139	"ENSDARG00000095462"	"cela1.2"	chr22	+	7475748	7476176	7475748	7475941	7476026	7476176
12140	"ENSDARG00000103525"	NA	chr5	+	1132614	1132968	1132614	1132636	1132841	1132968
12141	"ENSDARG00000103525"	NA	chr5	+	1143251	1143502	1143251	1143273	1143415	1143502
12142	"ENSDARG00000059510"	"coq2"	chr5	-	66206748	66207018	66206748	66206813	66206932	66207018
12143	"ENSDARG00000040110"	"kif20bb"	chr12	+	16459578	16459839	16459578	16459617	16459719	16459839
12144	"ENSDARG00000040110"	"kif20bb"	chr12	+	16471616	16472098	16471616	16471769	16471903	16472098
12145	"ENSDARG00000016687"	"acadvl"	chr7	+	20298400	20298874	20298400	20298616	20298721	20298874
12146	"ENSDARG00000016687"	"acadvl"	chr7	+	20326169	20326463	20326169	20326239	20326390	20326463
12147	"ENSDARG00000103634"	"CU914622.2"	chr12	-	43706535	43706805	43706535	43706628	43706709	43706805
12148	"ENSDARG00000054288"	"zgc:63972"	chr5	-	33948038	33948287	33948038	33948092	33948241	33948287
12149	"ENSDARG00000054288"	"zgc:63972"	chr5	-	33948273	33948630	33948273	33948287	33948570	33948630
12150	"ENSDARG00000070391"	"tspan4b"	chr3	-	32589097	32589449	32589097	32589278	32589353	32589449
12151	"ENSDARG00000070391"	"tspan4b"	chr3	-	32589097	32589449	32589097	32589279	32589353	32589449
12152	"ENSDARG00000070391"	"tspan4b"	chr3	-	32589097	32589449	32589097	32589303	32589353	32589449
12153	"ENSDARG00000070391"	"tspan4b"	chr3	-	32589353	32589630	32589353	32589449	32589557	32589630
12154	"ENSDARG00000070391"	"tspan4b"	chr3	-	32594337	32594682	32594337	32594388	32594612	32594682
12155	"ENSDARG00000058219"	"tubd1"	chr15	-	17404410	17404840	17404410	17404594	17404692	17404840
12156	"ENSDARG00000058219"	"tubd1"	chr15	-	17404410	17404840	17404410	17404622	17404692	17404840
12157	"ENSDARG00000093921"	"BX276103.2"	chr5	+	30725456	30725730	30725456	30725504	30725614	30725730
12158	"ENSDARG00000005315"	"celf1"	chr7	-	38544425	38544812	38544425	38544446	38544623	38544812
12159	"ENSDARG00000035066"	"ubtf"	chr3	-	20045609	20045898	20045609	20045720	20045833	20045898
12160	"ENSDARG00000035066"	"ubtf"	chr3	-	20045833	20046113	20045833	20045899	20046067	20046113
12161	"ENSDARG00000035066"	"ubtf"	chr3	-	20047803	20048260	20047803	20048036	20048149	20048260
12162	"ENSDARG00000035066"	"ubtf"	chr3	-	20047803	20048260	20047803	20048038	20048149	20048260
12163	"ENSDARG00000035066"	"ubtf"	chr3	-	20050442	20050831	20050442	20050556	20050790	20050831
12164	"ENSDARG00000035066"	"ubtf"	chr3	-	20056126	20056469	20056126	20056281	20056385	20056469
12165	"ENSDARG00000035066"	"ubtf"	chr3	-	20056385	20056767	20056385	20056469	20056605	20056767
12166	"ENSDARG00000061527"	"nxt2"	chr14	-	28463151	28463495	28463151	28463313	28463408	28463495
12167	"ENSDARG00000061527"	"nxt2"	chr14	-	28463408	28463653	28463408	28463495	28463594	28463653
12168	"ENSDARG00000061527"	"nxt2"	chr14	-	28463193	28463654	28463193	28463296	28463594	28463654
12169	"ENSDARG00000061527"	"nxt2"	chr14	-	28463408	28463653	28463408	28463495	28463597	28463653
12170	"ENSDARG00000061527"	"nxt2"	chr14	-	28463597	28463875	28463597	28463654	28463830	28463875
12171	"ENSDARG00000061527"	"nxt2"	chr14	-	28463597	28463961	28463597	28463653	28463830	28463961
12172	"ENSDARG00000023188"	"lcp1"	chr9	-	56251892	56252208	56251892	56252013	56252101	56252208
12173	"ENSDARG00000023188"	"lcp1"	chr9	-	56259011	56259498	56259011	56259175	56259396	56259498
12174	"ENSDARG00000014287"	"eno2"	chr19	+	5079767	5080176	5079767	5079831	5080106	5080176
12175	"ENSDARG00000028088"	"galk1"	chr12	-	33794596	33795078	33794596	33794744	33794927	33795078
12176	"ENSDARG00000025859"	"lmf2b"	chr4	+	9495652	9495986	9495652	9495758	9495890	9495986
12177	"ENSDARG00000020197"	"rpl5a"	chr2	-	10698028	10698364	10698028	10698163	10698250	10698364
12178	"ENSDARG00000100209"	"prpf39"	chr20	-	54227911	54228290	54227911	54228038	54228264	54228290
12179	"ENSDARG00000100209"	"prpf39"	chr20	-	54228264	54228685	54228264	54228290	54228520	54228685
12180	"ENSDARG00000100209"	"prpf39"	chr20	-	54228264	54228685	54228264	54228372	54228520	54228685
12181	"ENSDARG00000100209"	"prpf39"	chr20	-	54232149	54232508	54232149	54232257	54232356	54232508
12182	"ENSDARG00000100209"	"prpf39"	chr20	-	54232149	54232508	54232149	54232257	54232390	54232508
12183	"ENSDARG00000100209"	"prpf39"	chr20	-	54232356	54232802	54232356	54232508	54232624	54232802
12184	"ENSDARG00000100209"	"prpf39"	chr20	-	54232356	54232802	54232356	54232511	54232624	54232802
12185	"ENSDARG00000091573"	"si:ch1073-90m23.1"	chr16	-	31925502	31925818	31925502	31925603	31925690	31925818
12186	"ENSDARG00000091573"	"si:ch1073-90m23.1"	chr16	-	31927113	31927334	31927113	31927185	31927278	31927334
12187	"ENSDARG00000095623"	"dpm2"	chr5	-	31716526	31716713	31716526	31716585	31716655	31716713
12188	"ENSDARG00000009267"	"zgc:136439"	chr9	+	41082186	41082455	41082186	41082266	41082355	41082455
12189	"ENSDARG00000009267"	"zgc:136439"	chr9	+	41082355	41082796	41082355	41082636	41082727	41082796
12190	"ENSDARG00000067806"	"zgc:158432"	chr5	-	36548406	36548827	36548406	36548628	36548724	36548827
12191	"ENSDARG00000067806"	"zgc:158432"	chr5	-	36548818	36549024	36548818	36548827	36548917	36549024
12192	"ENSDARG00000059711"	"nol6"	chr5	+	50879084	50879376	50879084	50879225	50879317	50879376
12193	"ENSDARG00000059711"	"nol6"	chr5	+	50879084	50879568	50879084	50879376	50879466	50879568
12194	"ENSDARG00000059711"	"nol6"	chr5	+	50889601	50889879	50889601	50889647	50889868	50889879
12195	"ENSDARG00000059711"	"nol6"	chr5	+	50895756	50896107	50895756	50895900	50896005	50896107
12196	"ENSDARG00000062956"	"dagla"	chr7	+	13453505	13453950	13453505	13453586	13453810	13453950
12197	"ENSDARG00000008388"	"mmp14b"	chr2	+	38178082	38178457	38178082	38178221	38178307	38178457
12198	"ENSDARG00000021945"	"ddx23"	chr23	-	14212222	14212469	14212222	14212287	14212375	14212469
12199	"ENSDARG00000063062"	"ubn2a"	chr6	-	7672139	7672431	7672139	7672250	7672367	7672431
12200	"ENSDARG00000063062"	"ubn2a"	chr6	-	7672139	7672431	7672139	7672250	7672371	7672431
12201	"ENSDARG00000015628"	"psmd10"	chr14	+	28465042	28465525	28465042	28465136	28465378	28465525
12202	"ENSDARG00000104197"	"ptpn22"	chr23	+	26165251	26165501	26165251	26165290	26165373	26165501
12203	"ENSDARG00000104197"	"ptpn22"	chr23	+	26165251	26165659	26165251	26165501	26165631	26165659
12204	"ENSDARG00000104197"	"ptpn22"	chr23	+	26171258	26171476	26171258	26171264	26171366	26171476
12205	"ENSDARG00000011884"	NA	chr2	-	5347376	5347817	5347376	5347501	5347655	5347817
12206	"ENSDARG00000062976"	"iffo1a"	chr19	-	9491230	9491619	9491230	9491371	9491532	9491619
12207	"ENSDARG00000051956"	"isca1"	chr5	-	69431191	69431491	69431191	69431328	69431437	69431491
12208	"ENSDARG00000112032"	NA	chr5	+	58409435	58409694	58409435	58409525	58409611	58409694
